text,label
will it damage my hair?,Personal Care
I have thick hair that goes about half way down my back.  Has anyone had to use more than one box at a time?,Personal Care
Does this product cover gray hair? I have gray roots; some very light; some darker.Lucysmom,Personal Care
"My hair is currently dyed red, will this make my hair blonde?",Personal Care
"My hair is a light brown with a golden touch, I want to make the gold a bit lighter so I can add other colors, will this work?",Personal Care
How does this work for those with combination skin? T zone type?,Personal Care
"Hi, I would like to buy Marrakesh Oil Hair Styling Elixir, but somehow your posted photo was not the same one as what I need, could you confirm it?",Personal Care
Can I use it on skin?,Personal Care
"what is the difference between phytosoecific index 1 and phytospecific index 1 for delicate, fine hair? which to you recommend, Used index 1 for delicate, etc. once before, now ready for a touchup.",Personal Care
"Hi i would like to ask about this product ; is this the white one with soy and egg extract or the other one for curly and relaxed hair the brown box  because some people receive the brown one and claim that is different , could you clarify for me which one is this productThanks



    Hi i would like to ask about this product ; is this the white one with soy and egg extract or the other one for curly and relaxed hair the brown box  because some people receive the brown one and...
      » 
Read More


   Hi i would like to ask about this product ; is this the white one with soy and egg extract or the other one for curly and relaxed hair the brown box  because some people receive the brown one and claim that is different , could you clarify for me which one is this productThanks
      « 

Show Less",Personal Care
How do I decide which color I need to buy to match my skin?,Personal Care
Is this shampoo & conditioner safe for colored hair?,Personal Care
how does this product work for oily hair?,Personal Care
"i have been dyeing my hair black for almost a year now.. my natural hair color is dirty blonde, would this stuff turn my hair back to dirty blonde?",Personal Care
Does this product have a loosening effect on curly hair?,Personal Care
Does the product work if you're hair is naturally darker than the dye?,Personal Care
Is this hair dye? My natural hair color is blackk w/a blonde dye and now its like light brownish. can i use this?,Personal Care
when using pravana chroma silk hair color do you use the whole tube ? If so how much developer do you use and what stength,Personal Care
Is this hair dye? My natural hair color is blackk w/a blonde dye and now its like light brownish. can i use this?,Personal Care
when using pravana chroma silk hair color do you use the whole tube ? If so how much developer do you use and what stength,Personal Care
Is this hair dye? My natural hair color is blackk w/a blonde dye and now its like light brownish. can i use this?,Personal Care
when using pravana chroma silk hair color do you use the whole tube ? If so how much developer do you use and what stength,Personal Care
"I'm thinking about investing in a MP brush but I'm not sure which one... I have healthy long hair, but just bleached it so it can be a bit dry now...",Personal Care
"Is the brush safe for African-american hair(relaxed, transitioning and natural) which can be very delicate and prone to breakage?",Personal Care
Which size would you recommend for short bob length hair that's medium thickness?,Personal Care
Has anyone used this product after plastic surgery on their face after Mohs surgery for Basal Cell Skin Cancer?,Personal Care
Does this remove glitter nail polish or liquid sand with ease? I'm having a really hard time removing those type of nail polishes.,Personal Care
what is best obagi for dry skin,Personal Care
"I have really really fair skin, & I've never use self-tanner would this be a good choice?",Personal Care
"Does it turn out blochy on your skin at all, like some self tanners?",Personal Care
"Should you use some kind of conditioner with this?  If so, what kind would you recommend for fragile hair?",Personal Care
"Does this bar work with long, straight, Caucasian hair?",Personal Care
I am having excessive build-up with this shampoo and my hair never dries after using it. What am I doing wrong?,Personal Care
Can The Jojoba And Peppermint Stimulate Hair Growth??,Personal Care
What's the best way to lather?  In hands first or directly on hair?,Personal Care
"At first it worked really well, but now 3-4 weeks in I'm noticing my hair getting greasier and greasier again. Is that normal?",Personal Care
I have *very* sensitive skin and I've had good luck with other organic products. Has anyone else with really sensitive skin tried this product?,Personal Care
"Is this for colored hair, or is there a specific product for colored hair?",Personal Care
"Is this pernement, and how long will it last in hair?",Personal Care
How does this work on naturally white hair? I started going grey EARLY!! And now I'm mostly blondish-white.,Personal Care
I want to get a deep wine-reddish color. But I have black hair. Can I get that effect? If so which color?,Personal Care
"Once you dye your hair blonde, do you have to dye it again?",Personal Care
"How much does the color bleed for this dye? Am I going to color everything my hair comes in contact with, or is it only after a couple of washes?",Personal Care
"Is this pernement, and how long will it last in hair?",Personal Care
How does this work on naturally white hair? I started going grey EARLY!! And now I'm mostly blondish-white.,Personal Care
I want to get a deep wine-reddish color. But I have black hair. Can I get that effect? If so which color?,Personal Care
"Once you dye your hair blonde, do you have to dye it again?",Personal Care
"How much does the color bleed for this dye? Am I going to color everything my hair comes in contact with, or is it only after a couple of washes?",Personal Care
wich one is best for dark skin toned i am a same type skin color like kelly rowland,Personal Care
i am confused with different viviscal hair growth packaging,Personal Care
"Did this change anyones hair texture? Good or bad? Such as making it softer, shinner, or smoother. Or dry, dull and harder to comb?",Personal Care
I have purple tips in my hair and need to cover it for work. I was wondering if this hairpiece would cover the purple if I put my hair in a bun?,Personal Care
How do I decide which color I need to buy to match my skin?,Personal Care
What is the temperature range?  I have fine hair and am interested in the lowest temperature setting.  Thank you.,Personal Care
Is this the same hair straightener as the Centrix model 551715x?,Personal Care
Can someone give me fairly exact information on how to best use this product?  I have very long color treated and permed hair.,Personal Care
Does this make your hair feel as soft and smooth as something like Nix?,Personal Care
Been using L'Oreal Excellence Permanent color.  Hair can't handle it with age anymore.  Can I switch over to Healthy Look with out damaging my hair?,Personal Care
Do you apply this to wet or dry hair? I have a hard time putting on wet hair because my hair is so thick. It's easier to put on dry hair? Thank you.,Personal Care
can this work on black hair? what color will it shown?,Personal Care
"Does this hair die work on hair that is not grey? I just want to freshen my color, will this still work or will I need something different?",Personal Care
Been using L'Oreal Excellence Permanent color.  Hair can't handle it with age anymore.  Can I switch over to Healthy Look with out damaging my hair?,Personal Care
Do you apply this to wet or dry hair? I have a hard time putting on wet hair because my hair is so thick. It's easier to put on dry hair? Thank you.,Personal Care
can this work on black hair? what color will it shown?,Personal Care
"Does this hair die work on hair that is not grey? I just want to freshen my color, will this still work or will I need something different?",Personal Care
"How many uses could a person with thick, shoulder length, straight hair get from the .85 oz bottle?",Personal Care
Does this product have Sodium in it? Is it safe on Keratin treated hair?,Personal Care
Can you put conditioner on dry hair in morning if hair dry and frizzy,Personal Care
I. I hope this is not for straightening your hair because I have curly hair and I don't want it to be straight and please answer my question thank you,Personal Care
"How is this shampoo for oily on the scalp, dry on the ends hair?",Personal Care
I have very frizzy/wavy  hair and live in a very high humidity place will this work on my hair?,Personal Care
"Do you put this on wet or dry hair, or can you do both (you know frizzy touch-ups?",Personal Care
Do you use this on wet or dry hair?,Personal Care
Is mineral makeup ok to use on dry skin? I always use my Roc daily moisturizer but it's still not perfect. Will this dry out my skin even more? Thanks,Personal Care
Is this right iron for me i have hair about 2.5-3 inches of hair,Personal Care
How straight and non-frizzy does this leave your hair? Does it work well? I have wavy hair and normally use the regular size Croc with no issues.,Personal Care
I get that you scrub your scalp and work it through your hair. Don't mean to sound dense but do you rinse this product out?,Personal Care
"Will this work if I have fine, thin hair?",Personal Care
When I used this product I felt like I was rubbing lotion into my hair. Is it supposed to lather up like regular shampoo?,Personal Care
"can you blow dry, curl, and straighten this dolls hair?",Personal Care
"is the hair thick? i wanna do braiding and i usually do my friends hair who has really thick hair, but i don't want it so thick that its hard to work",Personal Care
can I put bosley hair regrowth treatment on wet hair?,Personal Care
"Does it really form a mask This will sound kind of silly, but I want to get a picture of myself lying in a bubble bath with a facial mask and cucumbers over the eyes.  I want to know if this will show up as a real mask.  If it also  makes my craggy skin look smoother, that would be a bonus



    Does it really form a mask This will sound kind of silly, but I want to get a picture of myself lying in a bubble bath with a facial mask and cucumbers over the eyes.  I want to know if this will...
      » 
Read More


   Does it really form a mask This will sound kind of silly, but I want to get a picture of myself lying in a bubble bath with a facial mask and cucumbers over the eyes.  I want to know if this will show up as a real mask.  If it also  makes my craggy skin look smoother, that would be a bonus
      « 

Show Less",Personal Care
Do you wash your hair after applying Lipogaine?  Your hair gets sticky after applying it.,Personal Care
"Ingredients It would be helpful to have the exact ingredients listed. Some of us are allergic to bismuth oxychloride. Is any of that present? What about the size of the minerals? I've been reading that nano-sized (less than 100nm) mineral particles may be harmful to the skin. Do any of the Bare Escentual products contain nano-sized particles?



    Ingredients It would be helpful to have the exact ingredients listed. Some of us are allergic to bismuth oxychloride. Is any of that present? What about the size of the minerals? I've been...
      » 
Read More


   Ingredients It would be helpful to have the exact ingredients listed. Some of us are allergic to bismuth oxychloride. Is any of that present? What about the size of the minerals? I've been reading that nano-sized (less than 100nm) mineral particles may be harmful to the skin. Do any of the Bare Escentual products contain nano-sized particles?
      « 

Show Less",Personal Care
"I have very light skin, what color of bare escentuals do I need?",Personal Care
"I have long hair, would I be able to curl it with this Iron? or maybe I need wider plates??",Personal Care
Does this diffuser fit the T3 Featherweight Journey travel hair dryer?,Personal Care
"My stylist applied this to my hair wet, right after he washed it.  I have not read anywhere that, its recommended or not. Any thoughts?",Personal Care
Is this permanent hair color?,Personal Care
"Does this dryer have a constant cold setting? I do not want to have to always hold down a ""cool"" button like with most American hair dryers. :(",Personal Care
"Also, how do you know when you should not use it, since over use leads to breakage of hair?",Personal Care
"The package has two pictures, one of a wrap with the top open and one of a cap the fully covers the hair.  Which is it?",Personal Care
Is this temporary or permanent hair color?,Personal Care
"This is a great hairdye however, I get stain on the collar or inside the hat where my dyed hair touches.  How can I avoid this kind of color transfer?",Personal Care
How often can you dye hair with bigen?,Personal Care
can you use this to curl short hair,Personal Care
how many treatments is this going to be? I have long thick hair if that helps. Thank you,Personal Care
"I have fine hair that is thin,it's dry from perms. Will this  help? Ok for fine hair?",Personal Care
"Does it really add volume or does your hair go flat right after you use it? I have thick, straight as a bone, long hair.",Personal Care
Does it dull the shine on your hair? I'm asking because if I had to choose between dull and full or shiny and flat I'd rather shiny.,Personal Care
I use a curling iron after blow drying my hair.  My question: do I spray with Oribe dry txt spray before I use the iron or afterward?  thanks again!,Personal Care
"Some dry shampoos leave dark hair looking a little lighter in color, sometimes gray looking...is the spray clear?",Personal Care
are the dry hair sprays fragrant free?,Personal Care
Can you use this hair on normal straight indian black hair?,Personal Care
how does it work on African American natural hair,Personal Care
I read some review it pulls out hair. Is it true?,Personal Care
Do I apply on wet or dry hair?,Personal Care
Is this lotion acceptable for combination/oily skin,Personal Care
Does it make your hair look straight?,Personal Care
Does this shampoo & conditioner coat or weigh hair down? I have dry hair but do not like when shampoo/conditioner leaves a film.,Personal Care
I want to purchase this because it's amazing how just after 1 use it made such a big difference.  What about hair BH spray? what do you recommend,Personal Care
"My hair gets very oily very quickly. Will this product help with that, or will it add to the oiliness? Or, will it not affect it at all?",Personal Care
how long can I leave the conditioner in before i rinse it or can i just leave it in as my hair is really dry,Personal Care
"Has anyone tried using this product as a top coat over normal nail polish? If so, how well did it work ?",Personal Care
"I have  normal skin and never sensitive. After using this product, my skin has become extremely sensitive even to threading and waxing. Does this product make the skin thinner? I stopped using it but Any solutions? To go back to normal?



    I have  normal skin and never sensitive. After using this product, my skin has become extremely sensitive even to threading and waxing. Does this product make the skin thinner? I stopped using it...
      » 
Read More


   I have  normal skin and never sensitive. After using this product, my skin has become extremely sensitive even to threading and waxing. Does this product make the skin thinner? I stopped using it but Any solutions? To go back to normal?
      « 

Show Less",Personal Care
Can you use the heat cap to steam your hair?,Personal Care
I like to do deep conditioning treatment after washing my hair. Can I use this on wet hair with deep conditioning cream?,Personal Care
"Can I put on styling product (mousse, gel, hair spray etc. then roll my hair with curlers then put on the heat cap?",Personal Care
"What is the decibel level?  There's a free app for iPad to measure decibels, and average hair dryer is 80dB.",Personal Care
"Does this hair dryer need a specific type of comb attachment? Or can I use just a regular universal comb attachment, say from Sally's?",Personal Care
Is this a professional hair dyer? Can it handle heavy duty use or is it residential/personal use only?,Personal Care
This hair dryer is only 1500 Watts.  Most are 1875.  Why would be buy this one?,Personal Care
"I just had this applied with using 4/07 with the 5/0. I wanted to order this but I am not sure what VOL crème to use with it since I did not take notice . Could you advise what #to use I just do not want to ask and thought since Amazon sold it I could just buy it direct and do my hair myself. Thanks



    I just had this applied with using 4/07 with the 5/0. I wanted to order this but I am not sure what VOL crème to use with it since I did not take notice . Could you advise what #to use I...
      » 
Read More


   I just had this applied with using 4/07 with the 5/0. I wanted to order this but I am not sure what VOL crème to use with it since I did not take notice . Could you advise what #to use I just do not want to ask and thought since Amazon sold it I could just buy it direct and do my hair myself. Thanks
      « 

Show Less",Personal Care
My daughter hates to dry her long hair. It is three inches longer than shoulder length. Would this work? Thank you. :),Personal Care
"Could a child handle this brush? My 4 year old grandson has short but somewhat coarse hair.  Most children's ""natural"" brushes are way too soft.",Personal Care
Is this a hair oil or a shampoo? How often do we need to use it?,Personal Care
Does it actually work on hair thinning areas?,Personal Care
Will this work for thinning hair at the front of the head or does it only work for the crown area like Rogaine?,Personal Care
"Anyone else have an issue where their hair smells burnt afterwards?  No matter what kind of product I use prior to curling, my hair smells burnt.",Personal Care
does this leave your hair smooth so you can come it if i dont use conditioner on my hair i can even comb it?,Personal Care
How long does a bottle last for medium length hair?,Personal Care
Can i use this on Permned hair,Personal Care
"A few reviews indicated that they didn't receive the hair dryer as selected, I want the extact one that my hair salon uses.  Did you receive the dryer ordered?",Personal Care
Can it be used for sensitive skin too?,Personal Care
Does this tighten the skin from sagging?,Personal Care
best flat iron for fine hair,Personal Care
Does this flat iron pull or snag hair?  Thanks so much for any help!,Personal Care
"My mom is looking for a straightener that is ""truly flat"" and is good for thin or damaged hair. Will this work for her?",Personal Care
Does this flat iron curl hair also?,Personal Care
Can I use this flat iron to curl my hair?,Personal Care
Does it bleed onto your clothes or pillow cases with dry hair as pravana does?,Personal Care
How long did you leave it in your hair? Was it just the reccomended 30 minutes or was it longer?,Personal Care
is this for dry-to-normal or normal-to-combination skin?,Personal Care
Can you use this product every time that you wash your hair,Personal Care
My hair is color treated with blonde streaks-do you use after every shampoo?,Personal Care
Do you use this product after washing your hair at home or put it on dry?  I bought the clear color gloss hypershine conditioning color gloss semi permanent clear color gloss.,Personal Care
What color hair is this for?  I've used golden brown in the past,Personal Care
where can i find the actual ingredients?  i have allergies to some hair dye products,Personal Care
I have naturally straight hair and it isn't very thick. Would this work for my hair type?,Personal Care
"Is this good for fine, frizzy curly hair? I am looking for a product that does not leave my hair crunchy, I'm looking for soft, frizz-free curls.  I tried the NYM mousse and it was horrible!!",Personal Care
how well will this work on dry hair?,Personal Care
Does it work for shorter hair?,Personal Care
so my hair is EXTREMLY hard to curl will this work?,Personal Care
i have African american hair blow dried.the curling iron i bought few days ago did not do anything to it.would this one be able to give me nice curls?,Personal Care
"Why does the shea butter feels like wax on my hair""?",Personal Care
Is the conditioner sulfate free? And is it good for natural/permed hair?,Personal Care
does this work well for African curly hair that has a lot of natural curl in hair,Personal Care
What is the voltage for this hair dryer?,Personal Care
"Need a powerful dryer that dries hair quickly. Does this dryer do this, or should I be looking for something else? Babyliss XTreme 2000 breaks",Personal Care
does the cold shot button lock in for strickly cold air hair drying?  Many have the button that you must hold in place with your hand.,Personal Care
Does it help with hair growth?,Personal Care
"Do you have to shampoo your hair first? My hair is so damaged and tangly, I'm afraid that might do more damage.",Personal Care
"Hi. I tried the Rejuvenol 24 hour 2 oz spray (following instructions to wash with a clarifying shampoo, dry hair, apply keratin, blow dry and flat iron) which I did only on my bangs and it came out nice; however I remember at the salon the lady applied the keratin, left it on for 30 mins then washed it out before she blow dried and flat ironed it, I believe this technique is better then blowdrying it with the gooey keratin. Can somone please explain why the process is different or am I maybe misunderstanding the steps? Please tell me what the steps are to apply this...thanks so much!!



    Hi. I tried the Rejuvenol 24 hour 2 oz spray (following instructions to wash with a clarifying shampoo, dry hair, apply keratin, blow dry and flat iron) which I did only on my bangs and it came out...
      » 
Read More


   Hi. I tried the Rejuvenol 24 hour 2 oz spray (following instructions to wash with a clarifying shampoo, dry hair, apply keratin, blow dry and flat iron) which I did only on my bangs and it came out nice; however I remember at the salon the lady applied the keratin, left it on for 30 mins then washed it out before she blow dried and flat ironed it, I believe this technique is better then blowdrying it with the gooey keratin. Can somone please explain why the process is different or am I maybe misunderstanding the steps? Please tell me what the steps are to apply this...thanks so much!!
      « 

Show Less",Personal Care
How many uses does a bottle contain for people with medium thickness shoulder length hair?,Personal Care
"Is this rejuvnol 24hours designed for Afro-American hair, 4c type?",Personal Care
Can shampoo be used on chemically treated hair?,Personal Care
can it be used on colored hair?,Personal Care
Does it work well on African American women hair?,Personal Care
"Does this unit work with regular non-gel/non-shellac nail polish? Also, what is the voltage 110v or 220v?",Personal Care
can this hair be dyed ?,Personal Care
does it work well on curly hair,Personal Care
does this emu oil premium golden help to fill in bald spots in your hair,Personal Care
How many EMU's did they kill to make this beauty product?,Personal Care
Which shampoo and/or conditioner do you recommend for thinning/falling hair?,Personal Care
Is this treatment good for afro textured hair?,Personal Care
"Is it also a moisturizer?!I am 23, male...but the skin around my eyes is so dry and thin. I want to stop getting wrinkles, would it work?",Personal Care
does this work for thin skin?,Personal Care
Is this set for dry or oily skin tones?,Personal Care
How well does it work on thick frizzy curly agrican american hair?,Personal Care
What is the size of the opening that cuts your hair?  Length & width?,Personal Care
"Does this really work effectively for a woman to cut her own hair?  In a nutshell, exactly how does this work?",Personal Care
What is the shortest you can cut your hair with this?,Personal Care
"does this really work lifting the skin along the jaw line,  i am getting sagging skin at the jaw on each side of face that is my main concern, not to bad for being 56",Personal Care
"Can i paint the fingers themelves and design or do i absolutley HAVE to put fake nails on the fingers? Also, can i use nail polish remover on these?",Personal Care
"I think of taupe as a light brown/grey, but am hearing red and orange, yikes!  keep trying to get as far away from those colors as I can - have ashy blonde hair and no eyebrows, sigh. does it have reddish tone when it dries?  ugh!



    I think of taupe as a light brown/grey, but am hearing red and orange, yikes!  keep trying to get as far away from those colors as I can - have ashy blonde hair and no eyebrows, sigh. does it have...
      » 
Read More


   I think of taupe as a light brown/grey, but am hearing red and orange, yikes!  keep trying to get as far away from those colors as I can - have ashy blonde hair and no eyebrows, sigh. does it have reddish tone when it dries?  ugh!
      « 

Show Less",Personal Care
How is it on senstive skin?,Personal Care
Does this work for oily skin? and how exactly do you use this?,Personal Care
Is it ok to use on sensitive skin? Does it make pores smaller?,Personal Care
women hair grow products,Personal Care
Is there an attachment for smoothing cuticles and dead skin around nails?,Personal Care
will this show on dark hair?,Personal Care
"I want to reach a bright red, will it work mixing red and orange henna if I have  very dark brown hair?",Personal Care
Can be used on wet hair ???,Personal Care
Can I use Remington keratin therapy hair straightener on wet hair ??,Personal Care
Can you also use it to curl your hair?,Personal Care
Would applying moisturizing lotion before the Amlactin help sensitive skin?,Personal Care
Ive been gray since highschool so this product seems a miracle but how does your hair feel an hour after applying?,Personal Care
"I often wear headbands, will the color rub off on the bands? Also, does the hair feel hard & brittle after using this product?",Personal Care
I am growing out my gray hair after using color for many years.  My hair is medium brown. I hate the gray roots.  Would this help?,Personal Care
is this the best color for dark brown hair,Personal Care
Do I have to apply this after I wash my hair or can I just apply it to my scalp?,Personal Care
Does anyone know the ingredients of Crece Pelo Capillary Hair Growth?,Personal Care
Can any texture of hair use this product without dryness,Personal Care
"If I stop using Crece Pelo Cappillary Hair Growth will I loose my new hair, or suffering shedding?",Personal Care
The directions on bottle are hard to read. Does the product go strictly on hair roots or also get combed through?,Personal Care
can you use it on color hair,Personal Care
Do you use this in place of hair spray when your hair is dry?,Personal Care
Does this hair dryer work in Middle East ?,Personal Care
"I wonder if this model is hot enough to straighten hair? I had the 110v white and pink one, which is really hot but got burned in Europe.",Personal Care
does the magenta hair dye run in pool water because im a competitve swimmer and it cant run,Personal Care
I have orange hair. How do you think it would look if I put Magenta right over it? Or should I bleach it first?,Personal Care
How long does it take to wash out of your hair? Does it ever wash out completely? Or does it leave a faint hue afterwards?,Personal Care
"I am 27 and have fairly good skin.  I do like to use rich moisturizers at night, am I too young for this product?",Personal Care
how hot does the iron get? Would it curl thick course hair?,Personal Care
can i use it on the tips of my hair???,Personal Care
I have white skin blond hair and was wondering if honey was a good color to buy? I have a slight yellow undertone & want a slight accentuation. thx!,Personal Care
Do you apply to wet or dry hair??,Personal Care
How do I use agave oil with curly hair?,Personal Care
Does this help your hair grow?,Personal Care
"Will it lighten only the dark spots, and not my already fair skin?",Personal Care
Will this work on dark skinned African Americans and on acne prone skin?,Personal Care
"Is this the real ""Beauty Blender"" brand? The price seems lower than what the originals sell for.",Personal Care
can you put this on your hair?,Personal Care
Does this wig have a skin top Or is it a capless wig?,Personal Care
can this work with relaxed or texlaxed hair or is the only for all naturals?,Personal Care
will it keep your hair straight for more than a day,Personal Care
Will it curl my almost-waist-length hair well?,Personal Care
does this work for fine med. length hair???,Personal Care
Does it work on thick long hair?,Personal Care
Does this product help at all with hair growth? Has anyone experienced hair growth while using this product?,Personal Care
can live it in your hair  more than 20 min,Personal Care
What color works better for Asian skin?,Personal Care
"I have a light complexion, so should I choose C21 or C23? I want the color close to my skin tone. Thank you!",Personal Care
will it make my hair too heavy and flatten it,Personal Care
"I'm looking for scissors to cut my 2y.o. son's hair, I'm not professional, do you think they would be easy for me to use? Thank you!",Personal Care
"Can these be used for thinning hair in needed places? I assume they can judging from their name, but no reviews mention using them for that purpose.",Personal Care
dose it work with very small hair zise ?,Personal Care
Is it good on oily skin?,Personal Care
"Hello, does the Medium brown henna color cover gray hair?",Personal Care
I dyed my hair couple of month ago using chemical hair dye. Can I use Henna on top of that? Thanks,Personal Care
I died my hair with henna a few months ago. Can I dye it now? I would like to highlight it (bleach). Some colorists are telling me that I can't though,Personal Care
How have you touched up gray roots without getting a darker overlay?  Also has anyone had issues with hair turning green or orange? Thank You!,Personal Care
Would the medium brown color cover gray eyebrow hairs? And does the henna stain the skin?,Personal Care
"One more ?, what does Botanical beauty's organic rosehip oil SMELL like?? thx :)",Personal Care
Is this good for T-zone oily skin that breaks out cystic hormonal breakouts monthly? Does it help? :),Personal Care
Would this be the best oil for acne prone skin? Thank you !,Personal Care
Anyone know if these blend with african american hair?,Personal Care
these are synthetic or human hair ???,Personal Care
"Is one thick enough? Im black and my hair is a very dark brown and when its straight its sorta thin. Also, is this good for everyday use?",Personal Care
Can I add this to shampoo and conditioner too?  My main interest is for hair growth.  Can this replace Tricomim?,Personal Care
I am 63 and have dry skin.  Is it good for that?  I don't want my skin dryer!,Personal Care
does it seem to work best with specific brands of nail polish or will the results be the same with all brands,Personal Care
"I'm almost 25 years old and I'd like a GOOD cream to protect my skin against smog, stress, sun damage, and prevent wrinkles! Can I use it for my age??",Personal Care
I ordered theses hair extensions for homecoming which is October 12th and I'm worried they won't come in did anyone have fast shipping with theses?,Personal Care
Did anyone suffer hair loss/ thinning while using this product? If so what did you do about it? Did stopping regrow anything you may have lost?,Personal Care
how does it work on thinner hair?,Personal Care
How does this work on curly hair ? LongTerm effects ?,Personal Care
"How does this color look on medium to dark brown hair? Without lightening, will this color still show?",Personal Care
How many ounces is the product? I have super thick medium-long hair and I need to know how many to buy...,Personal Care
if i use it on brown hair would my hair be purple> the thing is i don't want to bleach my hair.,Personal Care
Its cover natural grey hair ?,Personal Care
"My hair is 16 inches, how many bottles of dye should I need?",Personal Care
"My hair is a really dark brown, sort of close to black. Should I bleach it so the dye will take well?",Personal Care
"If I already have this color on my hair, can I use it without the developer to keep the color fresh?",Personal Care
DO you have to do a cold wave perm or a regular perm on the hair texture.,Personal Care
Is the doll actually this tan? And is her hair line pulled back? Cause that's what a lot of people say.,Personal Care
Is the dolls hair braid able. Like can I braid anyway I want? Please I need some responses.,Personal Care
You could use the keratin Or hair relaxer,Personal Care
"Powder looks yellow, does it leave a yellowtone on your skin? Is it for all type of skin color?",Personal Care
which color is best for so!eone that has very fair/pale skin?,Personal Care
"Who got EXACTLY what they ordered? 2013 halo hues: Beyond, Cosmic Fate, Eternal Beauty, Kismet, Miss Bliss, Over the moon? Angel Kiss & Cloud 9 R OLD",Personal Care
"My hair is long and I just want a little more fuller look, should one pack be enough? Also is the color true to being a Really Dark Brown?",Personal Care
Can you use hair dye on these? to match a certain color?,Personal Care
Why are people saying its synthetic hair when the tittle says real human hair?,Personal Care
Are these actually human hair? There are mixed reviews. What's the truth? I'm getting really worried!,Personal Care
"I have light-medium skin tone with very pink undertones, which shade would be good for me?",Personal Care
How do I apply this for skin tags?  Do I apply it only on the tag itself or at the root of it or on both?  Do I have to cover it with a band aid?,Personal Care
"Does the material feel hard or rough on the skin? Anyone that has tried the name brand Beauty Blender, please tell me how these both compare. Thanks",Personal Care
"i want 20"" 22"" hair extensions but i want a good product but cheap as well but i want to be able not to have tangles or knots anyone have any good feed back ?",Personal Care
can use in any skin tone?,Personal Care
Can these hair extensions be curled?,Personal Care
Will this item work with the InStyler hair tool?,Personal Care
Is this big enough to hold a hair dryer,Personal Care
Does it work on dry skin,Personal Care
How about for use on sensitive skin?,Personal Care
Will this alter the color of color treated hair?,Personal Care
Does this work well on afro-Caribbean hair?,Personal Care
has anyone used this product. with blonde highlights in their hair? if so were your highlights. changed?,Personal Care
Does it make your hair lose volume? Does it weigh it down?,Personal Care
I heard you had to flat iron your hair at 400-450 degrees.  My flat iron only goes up to 385 degrees.  Has anyone tried it at this lower temperature?,Personal Care
will this work on someone with thin and fine hair? even if it's super frizzy?,Personal Care
"If you mix it in with your own natural lotions or coconut oil, does it appear white on your skin?",Personal Care
Why is this Brazilian hair rated as cheap?does it mean the quality is not durable like the others?,Personal Care
Can  this hair be colored?,Personal Care
Which color do you recommend for someone with red hair?  Mine is on the copper side not auburn.  Should I go with blond or brunette?,Personal Care
What color for gray hair?,Personal Care
does this serum help to tighten the skin around the eyes,Personal Care
What is the correct setting for the hair comb?,Personal Care
What is the best kind of cream/lotion/oil to put on skin before using?,Personal Care
Does anyone have any tips to remove this stuff from the skin? I've tried exfoliating/scrubbing it off but it doesn't work.,Personal Care
"Do you use additional skin products along with this, like serums and moisturizers?",Personal Care
How do you use this product? Do you rub it on your palms into your hair scalp?,Personal Care
Has anyone had any luck with it regrowing hair on bald spots as opposed to just regrowing thinning hair?,Personal Care
will it work of african american hair?,Personal Care
"Could anyone tell me if this is ok to use on colored treated hair, and is it applied to wet or dry hair?",Personal Care
What is Decycle Glucoside? Does it affect extremely sensitive skin in any way?,Personal Care
does this shampoo good  for thinning hair ? and if it can make it thicker ?,Personal Care
"How does it work for thick, curly, coarse dry hair? I don't need the volume others want.",Personal Care
I have thick long hair (to my waist).  How much product should I buy for one treatment?,Personal Care
How many times can I use this bottle (120ml) noting that I have not very thick medium length hair (till shoulders) ?,Personal Care
is this safe for hair colored,Personal Care
Does This Oil contain Hidden Minoxidil?? As I have come across some herbal hair oil which contain minoxidil ..?,Personal Care
does it only work for kinds of hair,Personal Care
How is the consistency of this Designer Skin Adore lotion? Is it a thick lotion or more of a thin consistency?,Personal Care
"What type of skin, ie Asian, or pores, or lifestyle, acne, varied use of makeup REALLY REQUIRES finer water steam like this (nano)product can produce?",Personal Care
Is this hair piece really tangled? No disrespect but I've had horrible experiences with wigs that arrived horribly matted.,Personal Care
Is the black hair jet black/very black or dark brown?,Personal Care
Is the hair real or fake? Like real human hair?,Personal Care
My hair is a dark brown but should I go with the black? The dark brown looks too light.,Personal Care
"Does this go on clear or does it have tint color when applied? Also, I have sensitive acne prone skin whats the ingredients? Thanks!",Personal Care
Would this be good for gray hair?,Personal Care
I have a normal to maybe a little oily hair. will the conditioner and this shampoo do good to my hair or will make ir even more oily? thank you.,Personal Care
I have oily skin and when I have used Vit. C I break out. Can you give me feedback in this case?,Personal Care
Is this serum good for sensitive skin?,Personal Care
Does this help with the elasticity of the skin at all? Does it stimulate coligen?,Personal Care
does this brighten skin tone,Personal Care
Does this help with dark spots/ uneven skin tone?,Personal Care
Is this product good for oily skin?,Personal Care
"Is this a ""thick enough"" cream for dry skin?",Personal Care
How is the regular Olay Regenerist different than the Luminous version?  I am looking for lifting and tightening while hydrating my skin.  Thanks!,Personal Care
"I have very oily, acne sensitive skin; is this product good for specific skin types or all?",Personal Care
"How does this work on hair? I have long, straight, Caucasian hair and am looking to an alternative to my current ""no poo"" regiment.",Personal Care
are the bristles on the brush stiff enough to really grab the hair?  I've tried several that barely can go through and grab my hair .,Personal Care
